anio,fecha,tienda_id,nombre_tienda,ciudad,estado,tipo_tienda,canal_venta,categoria,producto,marca,precio_lista,descuento_pct,precio_final,cantidad,ingreso_total,es_black_friday,es_cyber_monday,es_black_november,es_promocion,tipo_promocion,segmento_cliente,canal_pago,dia_semana,es_fin_de_semana
2023,2023-11-19,17,Walmart Neighborhood Market San Jose,San Jose,California,Neighborhood Market,Tienda,Tecnología,Samsung Galaxy Tab S9,Samsung,969.34,0.0,969.34,2,1938.68,0,0,1,0,Sin promo,Adulto,Efectivo,6,1
2024,2024-11-22,18,Walmart Neighborhood Market Charlotte,Charlotte,North Carolina,Neighborhood Market,Online,Electrónica,Apple AirPods Pro (2nd Gen),Apple,207.73,0.0,207.73,1,207.73,1,0,1,0,Sin promo,Adulto,Online Pay,4,1
2023,2023-11-24,15,Walmart Neighborhood Market Austin,Austin,Texas,Neighborhood Market,Tienda,Alimentos,Cereal Kellogg's Corn Flakes 1Kg,Kellogg's,6.81,33.89,4.5,4,18.0,1,0,1,1,Black Friday,Senior,Tarjeta,4,1
2024,2024-11-06,8,Walmart Supercenter San Diego,San Diego,California,Supercenter,Tienda,Juguetes,LEGO Star Wars X-Wing Fighter,LEGO,30.33,0.0,30.33,3,90.99,0,0,1,0,Sin promo,Joven,Tarjeta,2,0
2024,2024-11-01,19,Sam's Club Dallas,Dallas,Texas,Sam's Club,Tienda,Ropa,Pijama polar infantil,Wonder Nation,29.26,0.0,29.26,4,117.04,0,0,1,0,Sin promo,Adulto,Tarjeta,4,1
2023,2023-11-24,10,Walmart Supercenter Chicago,Chicago,Illinois,Supercenter,Tienda,Alimentos,Café molido Dunkin' 12oz,Dunkin',9.06,64.94,3.18,4,12.72,1,0,1,1,Black Friday,Senior,Tarjeta,4,1
2024,2024-11-08,17,Walmart Neighborhood Market San Jose,San Jose,California,Neighborhood Market,Tienda,Belleza,Maquillaje Maybelline set ojos,Maybelline,30.67,0.0,30.67,4,122.68,0,0,1,0,Sin promo,Joven,Online Pay,4,1
2024,2024-11-22,11,Walmart Supercenter New York,New York,New York,Supercenter,Tienda,Tecnología,Dell Inspiron 14 Laptop,Dell,985.16,57.17,421.99,1,421.99,1,0,1,1,Black Friday,Senior,Online Pay,4,1
2024,2024-11-23,8,Walmart Supercenter San Diego,San Diego,California,Supercenter,Tienda,Juguetes,Jenga Classic Juego de Mesa,Hasbro,15.84,29.39,11.19,4,44.76,0,0,1,1,Black November,Adulto,Tarjeta,5,1
2023,2023-11-24,10,Walmart Supercenter Chicago,Chicago,Illinois,Supercenter,Online,Belleza,Plancha de cabello Remington,Remington,66.75,64.13,23.94,1,23.94,1,0,1,1,Black Friday,Joven,Online Pay,4,1
2022,2022-11-25,3,Walmart Supercenter Orlando,Orlando,Florida,Supercenter,Online,Juguetes,Hot Wheels Mega Pista,Hot Wheels,64.49,33.91,42.62,2,85.24,1,0,1,1,Black Friday,Adulto,Efectivo,4,1
2022,2022-11-20,17,Walmart Neighborhood Market San Jose,San Jose,California,Neighborhood Market,Tienda,Electrónica,Apple iPhone 15 Pro 128GB,Apple,1063.96,0.0,1063.96,1,1063.96,0,0,1,0,Sin promo,Adulto,Tarjeta,6,1
2024,2024-11-15,9,Walmart Supercenter Phoenix,Phoenix,Arizona,Supercenter,Tienda,Electrónica,"Samsung 55"" QLED 4K Smart TV",Samsung,1018.31,39.21,618.98,2,1237.96,0,0,1,1,Black November,Senior,Online Pay,4,1
2023,2023-11-09,8,Walmart Supercenter San Diego,San Diego,California,Supercenter,Online,Tecnología,"Lenovo IdeaPad 3 15.6""",Lenovo,679.04,0.0,679.04,2,1358.08,0,0,1,0,Sin promo,Adulto,Online Pay,3,0
2023,2023-11-24,2,Walmart Supercenter Miami,Miami,Florida,Supercenter,Online,Hogar,NutriBullet Blender Pro 900,NutriBullet,179.22,0.0,179.22,2,358.44,1,0,1,0,Sin promo,Senior,Tarjeta,4,1
2023,2023-11-28,12,Walmart Supercenter Atlanta,Atlanta,Georgia,Supercenter,Online,Belleza,Set skincare CeraVe hidratante,CeraVe,33.22,0.0,33.22,1,33.22,0,0,1,0,Sin promo,Joven,Tarjeta,1,0
2023,2023-11-11,16,Walmart Neighborhood Market Tampa,Tampa,Florida,Neighborhood Market,Tienda,Alimentos,Chocolates Hershey's surtidos 1Kg,Hershey's,19.27,0.0,19.27,7,134.89,0,0,1,0,Sin promo,Joven,Efectivo,5,1
2022,2022-11-25,2,Walmart Supercenter Miami,Miami,Florida,Supercenter,Tienda,Hogar,Roku 4K Streaming Stick,Roku,55.11,40.35,32.87,2,65.74,1,0,1,1,Black Friday,Adulto,Online Pay,4,1
2023,2023-11-24,12,Walmart Supercenter Atlanta,Atlanta,Georgia,Supercenter,Online,Hogar,Dyson V11 Torque Drive Vacuum,Dyson,596.65,0.0,596.65,2,1193.3,1,0,1,0,Sin promo,Adulto,Tarjeta,4,1
2022,2022-11-14,8,Walmart Supercenter San Diego,San Diego,California,Supercenter,Online,Hogar,NutriBullet Blender Pro 900,NutriBullet,167.1,0.0,167.1,1,167.1,0,0,1,0,Sin promo,Adulto,Tarjeta,0,0
2023,2023-11-27,10,Walmart Supercenter Chicago,Chicago,Illinois,Supercenter,Online,Electrónica,Microsoft Xbox Series X,Microsoft,468.81,56.0,206.29,2,412.58,0,1,1,1,Cyber Monday,Joven,Tarjeta,0,0
2022,2022-11-28,14,Walmart Neighborhood Market Miami Beach,Miami Beach,Florida,Neighborhood Market,Online,Ropa,Sudadera con capucha unisex,George,55.35,28.39,39.64,3,118.92,0,1,1,1,Cyber Monday,Adulto,Tarjeta,0,0
2024,2024-11-15,2,Walmart Supercenter Miami,Miami,Florida,Supercenter,Tienda,Electrónica,"LG 65"" OLED 4K Smart TV",LG,1612.11,0.0,1612.11,1,1612.11,0,0,1,0,Sin promo,Senior,Efectivo,4,1
2024,2024-11-15,20,Sam's Club Orlando,Orlando,Florida,Sam's Club,Tienda,Alimentos,Aceite vegetal Great Value 1.8L,Great Value,8.99,16.02,7.55,3,22.65,0,0,1,1,Black November,Joven,Efectivo,4,1
2022,2022-11-13,6,Walmart Supercenter San Antonio,San Antonio,Texas,Supercenter,Tienda,Tecnología,Samsung Galaxy Tab S9,Samsung,860.37,18.67,699.76,2,1399.52,0,0,1,1,Black November,Senior,Tarjeta,6,1
2022,2022-11-22,7,Walmart Supercenter Los Angeles,Los Angeles,California,Supercenter,Online,Electrónica,"LG 65"" OLED 4K Smart TV",LG,1190.57,32.24,806.72,1,806.72,0,0,1,1,Black November,Senior,Online Pay,1,0
2024,2024-11-13,3,Walmart Supercenter Orlando,Orlando,Florida,Supercenter,Tienda,Juguetes,Hot Wheels Mega Pista,Hot Wheels,74.51,36.84,47.06,4,188.24,0,0,1,1,Black November,Joven,Online Pay,2,0
2022,2022-11-17,19,Sam's Club Dallas,Dallas,Texas,Sam's Club,Online,Ropa,Leggings deportivos mujer,Avia,53.11,0.0,53.11,1,53.11,0,0,1,0,Sin promo,Adulto,Tarjeta,3,0
2022,2022-11-25,17,Walmart Neighborhood Market San Jose,San Jose,California,Neighborhood Market,Tienda,Alimentos,Cereal Kellogg's Corn Flakes 1Kg,Kellogg's,6.86,33.09,4.59,4,18.36,1,0,1,1,Black Friday,Adulto,Online Pay,4,1
2024,2024-11-25,3,Walmart Supercenter Orlando,Orlando,Florida,Supercenter,Online,Electrónica,Microsoft Xbox Series X,Microsoft,620.4,54.18,284.26,2,568.52,0,1,1,1,Cyber Monday,Senior,Tarjeta,0,0
2024,2024-11-16,9,Walmart Supercenter Phoenix,Phoenix,Arizona,Supercenter,Online,Belleza,Set skincare CeraVe hidratante,CeraVe,17.18,0.0,17.18,7,120.26,0,0,1,0,Sin promo,Joven,Tarjeta,5,1
2023,2023-11-03,19,Sam's Club Dallas,Dallas,Texas,Sam's Club,Tienda,Belleza,Maquillaje Maybelline set ojos,Maybelline,21.88,0.0,21.88,3,65.64,0,0,1,0,Sin promo,Adulto,Tarjeta,4,1
2024,2024-11-22,16,Walmart Neighborhood Market Tampa,Tampa,Florida,Neighborhood Market,Online,Ropa,Zapatillas running hombre,Athletic Works,25.01,32.83,16.8,1,16.8,1,0,1,1,Black Friday,Joven,Tarjeta,4,1
2024,2024-11-22,5,Walmart Supercenter Houston,Houston,Texas,Supercenter,Tienda,Juguetes,Nintendo Switch Lite,Nintendo,202.37,40.27,120.89,2,241.78,1,0,1,1,Black Friday,Joven,Online Pay,4,1
2023,2023-11-24,4,Walmart Supercenter Dallas,Dallas,Texas,Supercenter,Online,Electrónica,Apple AirPods Pro (2nd Gen),Apple,214.45,59.38,87.1,4,348.4,1,0,1,1,Black Friday,Adulto,Tarjeta,4,1
2022,2022-11-25,1,Walmart Supercenter Bentonville,Bentonville,Arkansas,Supercenter,Online,Hogar,NutriBullet Blender Pro 900,NutriBullet,158.88,46.56,84.91,1,84.91,1,0,1,1,Black Friday,Joven,Efectivo,4,1
2024,2024-11-15,2,Walmart Supercenter Miami,Miami,Florida,Supercenter,Tienda,Juguetes,Hot Wheels Mega Pista,Hot Wheels,82.26,32.24,55.74,1,55.74,0,0,1,1,Black November,Adulto,Tarjeta,4,1
2024,2024-11-25,16,Walmart Neighborhood Market Tampa,Tampa,Florida,Neighborhood Market,Tienda,Juguetes,Hot Wheels Mega Pista,Hot Wheels,63.33,30.92,43.75,4,175.0,0,1,1,1,Cyber Monday,Adulto,Online Pay,0,0
2024,2024-11-22,19,Sam's Club Dallas,Dallas,Texas,Sam's Club,Tienda,Ropa,Zapatillas running hombre,Athletic Works,62.34,60.79,24.45,3,73.35,1,0,1,1,Black Friday,Senior,Online Pay,4,1
2022,2022-11-11,15,Walmart Neighborhood Market Austin,Austin,Texas,Neighborhood Market,Online,Alimentos,Pack 24 latas Coca-Cola 355ml,Coca-Cola,10.85,0.0,10.85,7,75.95,0,0,1,0,Sin promo,Joven,Online Pay,4,1
2023,2023-11-25,20,Sam's Club Orlando,Orlando,Florida,Sam's Club,Online,Ropa,Pijama polar infantil,Wonder Nation,35.74,0.0,35.74,4,142.96,0,0,1,0,Sin promo,Adulto,Tarjeta,5,1
2022,2022-11-28,16,Walmart Neighborhood Market Tampa,Tampa,Florida,Neighborhood Market,Online,Alimentos,Pack 24 latas Coca-Cola 355ml,Coca-Cola,11.65,37.71,7.26,1,7.26,0,1,1,1,Cyber Monday,Adulto,Tarjeta,0,0
2023,2023-11-18,15,Walmart Neighborhood Market Austin,Austin,Texas,Neighborhood Market,Online,Juguetes,Nintendo Switch Lite,Nintendo,251.58,36.87,158.82,2,317.64,0,0,1,1,Black November,Joven,Tarjeta,5,1
2024,2024-11-06,8,Walmart Supercenter San Diego,San Diego,California,Supercenter,Online,Ropa,Leggings deportivos mujer,Avia,39.52,0.0,39.52,4,158.08,0,0,1,0,Sin promo,Joven,Tarjeta,2,0
2023,2023-11-27,11,Walmart Supercenter New York,New York,New York,Supercenter,Online,Ropa,Sudadera con capucha unisex,George,42.13,31.97,28.66,3,85.98,0,1,1,1,Cyber Monday,Adulto,Tarjeta,0,0
2024,2024-11-27,19,Sam's Club Dallas,Dallas,Texas,Sam's Club,Online,Electrónica,Microsoft Xbox Series X,Microsoft,692.85,40.79,410.22,2,820.44,0,0,1,1,Black November,Joven,Efectivo,2,0
2023,2023-11-24,12,Walmart Supercenter Atlanta,Atlanta,Georgia,Supercenter,Online,Juguetes,Jenga Classic Juego de Mesa,Hasbro,10.32,0.0,10.32,4,41.28,1,0,1,0,Sin promo,Adulto,Tarjeta,4,1
2024,2024-11-18,14,Walmart Neighborhood Market Miami Beach,Miami Beach,Florida,Neighborhood Market,Tienda,Juguetes,LEGO Star Wars X-Wing Fighter,LEGO,95.76,0.0,95.76,4,383.04,0,0,1,0,Sin promo,Adulto,Online Pay,0,0
2023,2023-11-24,11,Walmart Supercenter New York,New York,New York,Supercenter,Tienda,Belleza,Perfume Calvin Klein Eternity 100ml,Calvin Klein,48.65,51.07,23.81,4,95.24,1,0,1,1,Black Friday,Senior,Efectivo,4,1
2022,2022-11-03,14,Walmart Neighborhood Market Miami Beach,Miami Beach,Florida,Neighborhood Market,Online,Electrónica,Sony PlayStation 5 Slim,Sony,440.71,0.0,440.71,1,440.71,0,0,1,0,Sin promo,Joven,Online Pay,3,0
2022,2022-11-25,10,Walmart Supercenter Chicago,Chicago,Illinois,Supercenter,Tienda,Hogar,Instant Pot Duo 7-en-1 6Qt,Instant Pot,115.32,37.88,71.63,3,214.89,1,0,1,1,Black Friday,Senior,Online Pay,4,1
2024,2024-11-17,1,Walmart Supercenter Bentonville,Bentonville,Arkansas,Supercenter,Tienda,Electrónica,Microsoft Xbox Series X,Microsoft,645.0,41.05,380.25,1,380.25,0,0,1,1,Black November,Senior,Online Pay,6,1
2022,2022-11-25,7,Walmart Supercenter Los Angeles,Los Angeles,California,Supercenter,Tienda,Alimentos,Pack 24 latas Coca-Cola 355ml,Coca-Cola,12.46,64.23,4.46,2,8.92,1,0,1,1,Black Friday,Joven,Tarjeta,4,1
2024,2024-11-25,13,Walmart Supercenter Las Vegas,Las Vegas,Nevada,Supercenter,Tienda,Tecnología,"Lenovo IdeaPad 3 15.6""",Lenovo,702.67,25.1,526.29,1,526.29,0,1,1,1,Cyber Monday,Joven,Tarjeta,0,0
2023,2023-11-03,10,Walmart Supercenter Chicago,Chicago,Illinois,Supercenter,Tienda,Electrónica,Sony PlayStation 5 Slim,Sony,674.24,0.0,674.24,1,674.24,0,0,1,0,Sin promo,Joven,Tarjeta,4,1
2024,2024-11-25,8,Walmart Supercenter San Diego,San Diego,California,Supercenter,Online,Electrónica,Apple AirPods Pro (2nd Gen),Apple,285.06,47.76,148.91,1,148.91,0,1,1,1,Cyber Monday,Joven,Tarjeta,0,0
2023,2023-11-24,15,Walmart Neighborhood Market Austin,Austin,Texas,Neighborhood Market,Tienda,Electrónica,"Samsung 55"" QLED 4K Smart TV",Samsung,687.26,69.15,212.01,1,212.01,1,0,1,1,Black Friday,Joven,Tarjeta,4,1
2024,2024-11-22,20,Sam's Club Orlando,Orlando,Florida,Sam's Club,Tienda,Ropa,Sudadera con capucha unisex,George,26.43,56.3,11.55,4,46.2,1,0,1,1,Black Friday,Adulto,Online Pay,4,1
2024,2024-11-22,19,Sam's Club Dallas,Dallas,Texas,Sam's Club,Online,Ropa,Zapatillas running hombre,Athletic Works,31.91,36.7,20.2,3,60.6,1,0,1,1,Black Friday,Adulto,Tarjeta,4,1
2024,2024-11-22,20,Sam's Club Orlando,Orlando,Florida,Sam's Club,Tienda,Juguetes,Barbie Dreamhouse 3 pisos,Mattel,215.97,47.68,112.99,2,225.98,1,0,1,1,Black Friday,Joven,Tarjeta,4,1
2022,2022-11-21,1,Walmart Supercenter Bentonville,Bentonville,Arkansas,Supercenter,Tienda,Tecnología,"HP 15.6"" Laptop Ryzen 5",HP,795.46,28.97,565.04,1,565.04,0,0,1,1,Black November,Adulto,Tarjeta,0,0
2024,2024-11-22,4,Walmart Supercenter Dallas,Dallas,Texas,Supercenter,Online,Alimentos,Café molido Dunkin' 12oz,Dunkin',14.27,33.03,9.56,5,47.8,1,0,1,1,Black Friday,Adulto,Online Pay,4,1
2024,2024-11-24,18,Walmart Neighborhood Market Charlotte,Charlotte,North Carolina,Neighborhood Market,Tienda,Juguetes,Hot Wheels Mega Pista,Hot Wheels,73.2,0.0,73.2,4,292.8,0,0,1,0,Sin promo,Adulto,Tarjeta,6,1
2022,2022-11-12,5,Walmart Supercenter Houston,Houston,Texas,Supercenter,Tienda,Ropa,Pijama polar infantil,Wonder Nation,32.29,0.0,32.29,2,64.58,0,0,1,0,Sin promo,Joven,Efectivo,5,1
2023,2023-11-23,6,Walmart Supercenter San Antonio,San Antonio,Texas,Supercenter,Online,Ropa,Sudadera con capucha unisex,George,57.68,0.0,57.68,4,230.72,0,0,1,0,Sin promo,Senior,Tarjeta,3,0
2024,2024-11-04,6,Walmart Supercenter San Antonio,San Antonio,Texas,Supercenter,Tienda,Juguetes,LEGO Star Wars X-Wing Fighter,LEGO,95.88,0.0,95.88,4,383.52,0,0,1,0,Sin promo,Adulto,Efectivo,0,0
2022,2022-11-28,11,Walmart Supercenter New York,New York,New York,Supercenter,Tienda,Juguetes,LEGO Star Wars X-Wing Fighter,LEGO,31.45,52.81,14.84,6,89.04,0,1,1,1,Cyber Monday,Joven,Efectivo,0,0
2023,2023-11-24,20,Sam's Club Orlando,Orlando,Florida,Sam's Club,Tienda,Tecnología,Dell Inspiron 14 Laptop,Dell,612.54,51.66,296.1,2,592.2,1,0,1,1,Black Friday,Adulto,Online Pay,4,1
2022,2022-11-18,7,Walmart Supercenter Los Angeles,Los Angeles,California,Supercenter,Tienda,Ropa,Leggings deportivos mujer,Avia,53.74,29.34,37.97,3,113.91,0,0,1,1,Black November,Joven,Tarjeta,4,1
2024,2024-11-08,15,Walmart Neighborhood Market Austin,Austin,Texas,Neighborhood Market,Tienda,Tecnología,"Lenovo IdeaPad 3 15.6""",Lenovo,545.94,24.14,414.16,2,828.32,0,0,1,1,Black November,Adulto,Tarjeta,4,1
2024,2024-11-08,2,Walmart Supercenter Miami,Miami,Florida,Supercenter,Tienda,Alimentos,Café molido Dunkin' 12oz,Dunkin',11.66,0.0,11.66,6,69.96,0,0,1,0,Sin promo,Joven,Online Pay,4,1
2023,2023-11-27,19,Sam's Club Dallas,Dallas,Texas,Sam's Club,Tienda,Tecnología,"HP 15.6"" Laptop Ryzen 5",HP,949.21,43.09,540.17,1,540.17,0,1,1,1,Cyber Monday,Adulto,Tarjeta,0,0
2022,2022-11-25,12,Walmart Supercenter Atlanta,Atlanta,Georgia,Supercenter,Online,Alimentos,Cereal Kellogg's Corn Flakes 1Kg,Kellogg's,6.17,0.0,6.17,5,30.85,1,0,1,0,Sin promo,Joven,Tarjeta,4,1
2022,2022-11-25,14,Walmart Neighborhood Market Miami Beach,Miami Beach,Florida,Neighborhood Market,Tienda,Alimentos,Café molido Dunkin' 12oz,Dunkin',8.78,0.0,8.78,6,52.68,1,0,1,0,Sin promo,Adulto,Tarjeta,4,1
2023,2023-11-22,3,Walmart Supercenter Orlando,Orlando,Florida,Supercenter,Online,Belleza,Maquillaje Maybelline set ojos,Maybelline,13.67,0.0,13.67,4,54.68,0,0,1,0,Sin promo,Adulto,Efectivo,2,0
2024,2024-11-22,12,Walmart Supercenter Atlanta,Atlanta,Georgia,Supercenter,Tienda,Hogar,Instant Pot Duo 7-en-1 6Qt,Instant Pot,133.32,53.55,61.92,2,123.84,1,0,1,1,Black Friday,Joven,Tarjeta,4,1
2023,2023-11-29,11,Walmart Supercenter New York,New York,New York,Supercenter,Tienda,Electrónica,Apple iPhone 15 Pro 128GB,Apple,1180.38,20.06,943.63,1,943.63,0,0,1,1,Black November,Adulto,Tarjeta,2,0
2022,2022-11-25,5,Walmart Supercenter Houston,Houston,Texas,Supercenter,Online,Ropa,Pijama polar infantil,Wonder Nation,23.63,63.58,8.61,4,34.44,1,0,1,1,Black Friday,Adulto,Tarjeta,4,1
2024,2024-11-25,5,Walmart Supercenter Houston,Houston,Texas,Supercenter,Online,Electrónica,Sony PlayStation 5 Slim,Sony,617.26,0.0,617.26,2,1234.52,0,1,1,0,Sin promo,Adulto,Tarjeta,0,0
2023,2023-11-24,1,Walmart Supercenter Bentonville,Bentonville,Arkansas,Supercenter,Tienda,Electrónica,Apple AirPods Pro (2nd Gen),Apple,266.17,35.39,171.97,1,171.97,1,0,1,1,Black Friday,Adulto,Tarjeta,4,1
2024,2024-11-29,18,Walmart Neighborhood Market Charlotte,Charlotte,North Carolina,Neighborhood Market,Tienda,Hogar,Instant Pot Duo 7-en-1 6Qt,Instant Pot,107.04,5.51,101.14,1,101.14,0,0,1,1,Black November,Joven,Tarjeta,4,1
2022,2022-11-06,2,Walmart Supercenter Miami,Miami,Florida,Supercenter,Tienda,Hogar,Roku 4K Streaming Stick,Roku,65.45,0.0,65.45,1,65.45,0,0,1,0,Sin promo,Adulto,Tarjeta,6,1
2023,2023-11-14,11,Walmart Supercenter New York,New York,New York,Supercenter,Tienda,Juguetes,Barbie Dreamhouse 3 pisos,Mattel,129.35,0.0,129.35,2,258.7,0,0,1,0,Sin promo,Joven,Tarjeta,1,0
2023,2023-11-27,10,Walmart Supercenter Chicago,Chicago,Illinois,Supercenter,Tienda,Hogar,Instant Pot Duo 7-en-1 6Qt,Instant Pot,125.96,34.12,82.98,2,165.96,0,1,1,1,Cyber Monday,Senior,Tarjeta,0,0
2022,2022-11-11,3,Walmart Supercenter Orlando,Orlando,Florida,Supercenter,Tienda,Electrónica,Sony PlayStation 5 Slim,Sony,677.41,0.0,677.41,2,1354.82,0,0,1,0,Sin promo,Joven,Online Pay,4,1
2024,2024-11-25,9,Walmart Supercenter Phoenix,Phoenix,Arizona,Supercenter,Tienda,Tecnología,Dell Inspiron 14 Laptop,Dell,679.38,37.64,423.68,1,423.68,0,1,1,1,Cyber Monday,Senior,Tarjeta,0,0
2023,2023-11-17,16,Walmart Neighborhood Market Tampa,Tampa,Florida,Neighborhood Market,Online,Ropa,Parka acolchada invierno hombre,George,68.4,0.0,68.4,4,273.6,0,0,1,0,Sin promo,Adulto,Tarjeta,4,1
2022,2022-11-07,17,Walmart Neighborhood Market San Jose,San Jose,California,Neighborhood Market,Tienda,Ropa,Pijama polar infantil,Wonder Nation,17.9,47.41,9.41,1,9.41,0,0,1,1,Black November,Joven,Efectivo,0,0
2022,2022-11-20,17,Walmart Neighborhood Market San Jose,San Jose,California,Neighborhood Market,Tienda,Belleza,Set skincare CeraVe hidratante,CeraVe,20.51,0.0,20.51,3,61.53,0,0,1,0,Sin promo,Joven,Tarjeta,6,1
2023,2023-11-24,18,Walmart Neighborhood Market Charlotte,Charlotte,North Carolina,Neighborhood Market,Tienda,Juguetes,Jenga Classic Juego de Mesa,Hasbro,23.45,55.05,10.54,3,31.62,1,0,1,1,Black Friday,Adulto,Efectivo,4,1
2023,2023-11-04,13,Walmart Supercenter Las Vegas,Las Vegas,Nevada,Supercenter,Online,Electrónica,"Samsung 55"" QLED 4K Smart TV",Samsung,1116.4,0.0,1116.4,2,2232.8,0,0,1,0,Sin promo,Joven,Online Pay,5,1
2024,2024-11-05,3,Walmart Supercenter Orlando,Orlando,Florida,Supercenter,Tienda,Hogar,NutriBullet Blender Pro 900,NutriBullet,176.88,0.0,176.88,1,176.88,0,0,1,0,Sin promo,Joven,Tarjeta,1,0
2022,2022-11-27,1,Walmart Supercenter Bentonville,Bentonville,Arkansas,Supercenter,Tienda,Belleza,Plancha de cabello Remington,Remington,21.95,0.0,21.95,4,87.8,0,0,1,0,Sin promo,Joven,Tarjeta,6,1
2024,2024-11-29,12,Walmart Supercenter Atlanta,Atlanta,Georgia,Supercenter,Tienda,Electrónica,"LG 65"" OLED 4K Smart TV",LG,1118.5,0.0,1118.5,1,1118.5,0,0,1,0,Sin promo,Joven,Online Pay,4,1
2023,2023-11-24,11,Walmart Supercenter New York,New York,New York,Supercenter,Tienda,Belleza,Plancha de cabello Remington,Remington,28.27,57.4,12.04,5,60.2,1,0,1,1,Black Friday,Joven,Tarjeta,4,1
2022,2022-11-06,14,Walmart Neighborhood Market Miami Beach,Miami Beach,Florida,Neighborhood Market,Tienda,Electrónica,Apple AirPods Pro (2nd Gen),Apple,246.5,0.0,246.5,1,246.5,0,0,1,0,Sin promo,Joven,Tarjeta,6,1
2022,2022-11-15,1,Walmart Supercenter Bentonville,Bentonville,Arkansas,Supercenter,Tienda,Hogar,Philips Airfryer XL 4.2Qt,Philips,187.79,0.0,187.79,1,187.79,0,0,1,0,Sin promo,Adulto,Tarjeta,1,0
2024,2024-11-22,12,Walmart Supercenter Atlanta,Atlanta,Georgia,Supercenter,Tienda,Tecnología,"HP 15.6"" Laptop Ryzen 5",HP,898.76,65.56,309.53,1,309.53,1,0,1,1,Black Friday,Joven,Tarjeta,4,1
2022,2022-11-03,18,Walmart Neighborhood Market Charlotte,Charlotte,North Carolina,Neighborhood Market,Online,Electrónica,"Samsung 55"" QLED 4K Smart TV",Samsung,504.51,0.0,504.51,2,1009.02,0,0,1,0,Sin promo,Joven,Efectivo,3,0
2022,2022-11-11,5,Walmart Supercenter Houston,Houston,Texas,Supercenter,Tienda,Ropa,Parka acolchada invierno hombre,George,35.82,0.0,35.82,1,35.82,0,0,1,0,Sin promo,Joven,Tarjeta,4,1
2023,2023-11-24,7,Walmart Supercenter Los Angeles,Los Angeles,California,Supercenter,Online,Ropa,Zapatillas running hombre,Athletic Works,97.22,32.56,65.56,1,65.56,1,0,1,1,Black Friday,Adulto,Efectivo,4,1
2022,2022-11-25,4,Walmart Supercenter Dallas,Dallas,Texas,Supercenter,Online,Ropa,Leggings deportivos mujer,Avia,44.98,50.06,22.46,2,44.92,1,0,1,1,Black Friday,Adulto,Online Pay,4,1
2023,2023-11-16,8,Walmart Supercenter San Diego,San Diego,California,Supercenter,Tienda,Juguetes,Jenga Classic Juego de Mesa,Hasbro,32.01,34.76,20.88,3,62.64,0,0,1,1,Black November,Adulto,Tarjeta,3,0
2024,2024-11-24,2,Walmart Supercenter Miami,Miami,Florida,Supercenter,Tienda,Alimentos,Aceite vegetal Great Value 1.8L,Great Value,8.93,0.0,8.93,1,8.93,0,0,1,0,Sin promo,Adulto,Tarjeta,6,1
2022,2022-11-25,5,Walmart Supercenter Houston,Houston,Texas,Supercenter,Tienda,Alimentos,Café molido Dunkin' 12oz,Dunkin',13.71,0.0,13.71,2,27.42,1,0,1,0,Sin promo,Adulto,Efectivo,4,1
2022,2022-11-20,18,Walmart Neighborhood Market Charlotte,Charlotte,North Carolina,Neighborhood Market,Online,Hogar,Roku 4K Streaming Stick,Roku,57.98,0.0,57.98,3,173.94,0,0,1,0,Sin promo,Joven,Online Pay,6,1
2023,2023-11-28,11,Walmart Supercenter New York,New York,New York,Supercenter,Tienda,Electrónica,Apple iPhone 15 Pro 128GB,Apple,917.45,0.0,917.45,1,917.45,0,0,1,0,Sin promo,Joven,Tarjeta,1,0
2022,2022-11-25,5,Walmart Supercenter Houston,Houston,Texas,Supercenter,Tienda,Electrónica,Apple iPhone 15 Pro 128GB,Apple,915.96,57.41,390.07,2,780.14,1,0,1,1,Black Friday,Joven,Tarjeta,4,1
2022,2022-11-12,9,Walmart Supercenter Phoenix,Phoenix,Arizona,Supercenter,Tienda,Belleza,Set skincare CeraVe hidratante,CeraVe,28.01,0.0,28.01,3,84.03,0,0,1,0,Sin promo,Senior,Tarjeta,5,1
2023,2023-11-24,10,Walmart Supercenter Chicago,Chicago,Illinois,Supercenter,Tienda,Hogar,Roku 4K Streaming Stick,Roku,71.02,37.22,44.58,1,44.58,1,0,1,1,Black Friday,Joven,Efectivo,4,1
2024,2024-11-22,5,Walmart Supercenter Houston,Houston,Texas,Supercenter,Tienda,Electrónica,Apple AirPods Pro (2nd Gen),Apple,180.49,69.31,55.4,1,55.4,1,0,1,1,Black Friday,Adulto,Tarjeta,4,1
2024,2024-11-22,15,Walmart Neighborhood Market Austin,Austin,Texas,Neighborhood Market,Tienda,Ropa,Leggings deportivos mujer,Avia,29.47,48.35,15.22,6,91.32,1,0,1,1,Black Friday,Adulto,Tarjeta,4,1
2022,2022-11-16,1,Walmart Supercenter Bentonville,Bentonville,Arkansas,Supercenter,Tienda,Tecnología,"HP 15.6"" Laptop Ryzen 5",HP,534.52,0.0,534.52,1,534.52,0,0,1,0,Sin promo,Joven,Tarjeta,2,0
2022,2022-11-25,15,Walmart Neighborhood Market Austin,Austin,Texas,Neighborhood Market,Online,Alimentos,Pack 24 latas Coca-Cola 355ml,Coca-Cola,13.85,39.58,8.37,4,33.48,1,0,1,1,Black Friday,Adulto,Online Pay,4,1
